user_id,last_interaction,total_balance,days_since,status
USER_0400,2026-06-17 13:26:49.629645,2014,2,Healthy Idle
USER_0401,2026-05-26 13:26:49.629727,2211,24,At-Risk
USER_0402,2026-06-11 13:26:49.629834,1739,8,Healthy Idle
USER_0403,2026-06-05 13:26:49.629927,1515,14,Healthy Idle
USER_0404,2026-05-28 13:26:49.629948,1448,22,At-Risk
USER_0405,2026-06-17 13:26:49.630021,1442,2,Healthy Idle
USER_0406,2026-05-19 13:26:49.630085,2065,31,High-Risk Stagnant
USER_0407,2026-06-16 13:26:49.630148,2742,3,Healthy Idle
USER_0408,2026-06-01 13:26:49.630221,1038,18,At-Risk
USER_0409,2026-06-04 13:26:49.630321,2016,15,At-Risk
USER_0410,2026-06-08 13:26:49.630350,951,11,Healthy Idle
USER_0411,2026-06-15 13:26:49.630391,1305,4,Healthy Idle
USER_0412,2026-06-01 13:26:49.630429,1149,18,At-Risk
USER_0413,2026-06-07 13:26:49.630467,1792,12,Healthy Idle
USER_0414,2026-06-14 13:26:49.630583,1597,5,Healthy Idle
USER_0415,2026-05-23 13:26:49.630595,1884,27,At-Risk
USER_0416,2026-04-05 13:26:49.630642,70,75,High-Risk Stagnant
USER_0417,2026-06-10 13:26:49.630654,388,9,Healthy Idle
USER_0418,2026-05-31 13:26:49.630753,2486,19,At-Risk
USER_0419,2026-04-28 13:26:49.630783,1184,52,High-Risk Stagnant
USER_0420,2026-06-10 13:26:49.630812,1168,9,Healthy Idle
USER_0421,2026-06-10 13:26:49.630868,1176,9,Healthy Idle
USER_0422,2026-05-30 13:26:49.630898,1319,20,At-Risk
USER_0423,2026-06-19 13:26:49.630962,994,0,Healthy Idle
USER_0424,2026-06-05 13:26:49.631052,1468,14,Healthy Idle
USER_0425,2026-06-03 13:26:49.631082,1496,16,At-Risk
USER_0426,2026-05-11 13:26:49.631204,1944,39,High-Risk Stagnant
USER_0427,2026-06-01 13:26:49.631279,289,18,At-Risk
USER_0428,2026-06-14 13:26:49.631336,2051,5,Healthy Idle
USER_0429,2026-04-27 13:26:49.631366,36,53,High-Risk Stagnant
USER_0430,2026-06-18 13:26:49.631395,2685,1,Healthy Idle
USER_0431,2026-06-19 13:26:49.631528,2031,0,Healthy Idle
USER_0432,2026-05-30 13:26:49.631558,1411,20,At-Risk
USER_0433,2026-04-25 13:26:49.631624,782,55,High-Risk Stagnant
USER_0434,2026-06-15 13:26:49.631688,1563,4,Healthy Idle
USER_0435,2026-06-15 13:26:49.631761,2893,4,Healthy Idle
USER_0436,2026-05-22 13:26:49.631807,1006,28,At-Risk
USER_0437,2026-06-03 13:26:49.631845,924,16,At-Risk
USER_0438,2026-06-14 13:26:49.631866,983,5,Healthy Idle
USER_0439,2026-06-10 13:26:49.631921,2079,9,Healthy Idle
USER_0440,2026-06-11 13:26:49.632005,2735,8,Healthy Idle
USER_0441,2026-05-17 13:26:49.632080,92,33,High-Risk Stagnant
USER_0442,2026-04-17 13:26:49.632092,316,63,High-Risk Stagnant
USER_0443,2026-06-07 13:26:49.632122,1481,12,Healthy Idle
USER_0444,2026-04-19 13:26:49.632175,16,61,High-Risk Stagnant
USER_0445,2026-06-17 13:26:49.632187,2054,2,Healthy Idle
USER_0446,2026-06-01 13:26:49.632285,992,18,At-Risk
USER_0447,2026-06-17 13:26:49.632306,2103,2,Healthy Idle
USER_0448,2026-05-06 13:26:49.632397,680,44,High-Risk Stagnant
USER_0449,2026-06-17 13:26:49.632444,1135,2,Healthy Idle
USER_0450,2026-06-18 13:26:49.632507,1433,1,Healthy Idle
USER_0451,2026-05-03 13:26:49.632547,614,47,High-Risk Stagnant
USER_0452,2026-06-12 13:26:49.632559,1352,7,Healthy Idle
USER_0453,2026-06-17 13:26:49.632666,2672,2,Healthy Idle
USER_0454,2026-06-07 13:26:49.632713,1102,12,Healthy Idle
USER_0455,2026-06-04 13:26:49.632725,1471,15,At-Risk
USER_0456,2026-03-22 13:26:49.632781,1,89,High-Risk Stagnant
USER_0457,2026-06-08 13:26:49.632793,648,11,Healthy Idle
USER_0458,2026-04-19 13:26:49.632822,516,61,High-Risk Stagnant
USER_0459,2026-06-13 13:26:49.632899,3032,6,Healthy Idle
USER_0460,2026-05-28 13:26:49.632929,1404,22,At-Risk
USER_0461,2026-05-23 13:26:49.632967,391,27,At-Risk
USER_0462,2026-05-14 13:26:49.632980,62,36,High-Risk Stagnant
USER_0463,2026-06-15 13:26:49.633018,1434,4,Healthy Idle
USER_0464,2026-06-12 13:26:49.633090,2696,7,Healthy Idle
USER_0465,2026-06-07 13:26:49.633162,3510,12,Healthy Idle
USER_0466,2026-05-27 13:26:49.633240,1844,23,At-Risk
USER_0467,2026-06-10 13:26:49.633304,658,9,Healthy Idle
USER_0468,2026-06-09 13:26:49.633386,2112,10,Healthy Idle
USER_0469,2026-04-26 13:26:49.633398,217,54,High-Risk Stagnant
USER_0470,2026-06-16 13:26:49.633436,1317,3,Healthy Idle
USER_0471,2026-05-24 13:26:49.633466,263,26,At-Risk
USER_0472,2026-06-15 13:26:49.633504,2247,4,Healthy Idle
USER_0473,2026-06-16 13:26:49.633560,1693,3,Healthy Idle
USER_0474,2026-05-18 13:26:49.633623,416,32,High-Risk Stagnant
USER_0475,2026-06-07 13:26:49.633700,1899,12,Healthy Idle
USER_0476,2026-06-12 13:26:49.633848,1383,7,Healthy Idle
USER_0477,2026-03-28 13:26:49.633887,115,83,High-Risk Stagnant
USER_0478,2026-06-13 13:26:49.633940,2266,6,Healthy Idle
USER_0479,2026-06-08 13:26:49.634067,2057,11,Healthy Idle
USER_0480,2026-06-09 13:26:49.634096,2346,10,Healthy Idle
USER_0481,2026-06-10 13:26:49.634242,1481,9,Healthy Idle
USER_0482,2026-06-16 13:26:49.634280,1136,3,Healthy Idle
USER_0483,2026-06-18 13:26:49.634319,2591,1,Healthy Idle
USER_0484,2026-06-11 13:26:49.634409,1490,8,Healthy Idle
USER_0485,2026-06-05 13:26:49.634447,105,14,Healthy Idle
USER_0486,2026-06-11 13:26:49.634477,1033,8,Healthy Idle
USER_0487,2026-06-04 13:26:49.634551,1685,15,At-Risk
USER_0488,2026-06-14 13:26:49.634598,2316,5,Healthy Idle
USER_0489,2026-06-17 13:26:49.634681,1893,2,Healthy Idle
USER_0490,2026-06-10 13:26:49.634736,1476,9,Healthy Idle
USER_0491,2026-05-10 13:26:49.634791,1454,40,High-Risk Stagnant
USER_0492,2026-06-16 13:26:49.634821,1281,3,Healthy Idle
USER_0493,2026-06-19 13:26:49.634875,398,0,Healthy Idle
USER_0494,2026-05-27 13:26:49.634888,57,23,At-Risk
USER_0495,2026-06-18 13:26:49.634963,2393,1,Healthy Idle
USER_0496,2026-06-07 13:26:49.634984,380,12,Healthy Idle
USER_0497,2026-05-08 13:26:49.635005,736,42,High-Risk Stagnant
USER_0498,2026-06-05 13:26:49.635034,1673,14,Healthy Idle
USER_0499,2026-06-19 13:26:49.635090,947,0,Healthy Idle
USER_0500,2026-05-19 13:26:49.635122,631,31,High-Risk Stagnant
USER_0501,2026-04-03 13:26:49.635134,440,77,High-Risk Stagnant
USER_0502,2026-06-09 13:26:49.635187,1868,10,Healthy Idle
USER_0503,2026-06-14 13:26:49.635241,1412,5,Healthy Idle
USER_0504,2026-06-09 13:26:49.635287,768,10,Healthy Idle
USER_0505,2026-05-30 13:26:49.635299,114,20,At-Risk
USER_0506,2026-04-18 13:26:49.635311,461,62,High-Risk Stagnant
USER_0507,2026-06-14 13:26:49.635332,146,5,Healthy Idle
USER_0508,2026-05-23 13:26:49.635344,1814,27,At-Risk
USER_0509,2026-04-21 13:26:49.635415,493,59,High-Risk Stagnant
USER_0510,2026-06-19 13:26:49.635447,959,0,Healthy Idle
USER_0511,2026-05-03 13:26:49.635459,754,47,High-Risk Stagnant
USER_0512,2026-06-16 13:26:49.635488,2132,3,Healthy Idle
USER_0513,2026-05-31 13:26:49.635568,845,19,At-Risk
USER_0514,2026-06-15 13:26:49.635597,1258,4,Healthy Idle
USER_0515,2026-06-19 13:26:49.635703,2756,0,Healthy Idle
USER_0516,2026-05-13 13:26:49.635768,1315,37,High-Risk Stagnant
USER_0517,2026-06-15 13:26:49.635808,2323,4,Healthy Idle
USER_0518,2026-06-10 13:26:49.635871,840,9,Healthy Idle
USER_0519,2026-06-18 13:26:49.635951,1424,1,Healthy Idle
USER_0520,2026-05-21 13:26:49.635972,2409,29,At-Risk
USER_0521,2026-06-19 13:26:49.636085,2600,0,Healthy Idle
USER_0522,2026-05-29 13:26:49.636123,165,21,At-Risk
USER_0523,2026-06-03 13:26:49.636157,197,16,At-Risk
USER_0524,2026-06-14 13:26:49.636203,1628,5,Healthy Idle
USER_0525,2026-06-14 13:26:49.636268,1626,5,Healthy Idle
USER_0526,2026-06-14 13:26:49.636325,2178,5,Healthy Idle
USER_0527,2026-06-05 13:26:49.636379,1803,14,Healthy Idle
USER_0528,2026-06-07 13:26:49.636476,2107,12,Healthy Idle
USER_0529,2026-06-16 13:26:49.636539,1022,3,Healthy Idle
USER_0530,2026-06-17 13:26:49.636568,2970,2,Healthy Idle
USER_0531,2026-06-02 13:26:49.636643,1680,17,At-Risk
USER_0532,2026-06-16 13:26:49.636706,970,3,Healthy Idle
USER_0533,2026-06-16 13:26:49.636794,2700,3,Healthy Idle
USER_0534,2026-06-17 13:26:49.636866,1558,2,Healthy Idle
USER_0535,2026-06-06 13:26:49.636887,1164,13,Healthy Idle
USER_0536,2026-06-10 13:26:49.637014,1847,9,Healthy Idle
USER_0537,2026-05-30 13:26:49.637035,1427,20,At-Risk
USER_0538,2026-06-04 13:26:49.637115,2884,15,At-Risk
USER_0539,2026-06-18 13:26:49.637234,1791,1,Healthy Idle
USER_0540,2026-04-18 13:26:49.637353,252,62,High-Risk Stagnant
USER_0541,2026-05-15 13:26:49.637375,468,35,High-Risk Stagnant
USER_0542,2026-06-04 13:26:49.637688,1184,15,At-Risk
USER_0543,2026-06-05 13:26:49.637774,1229,14,Healthy Idle
USER_0544,2026-05-26 13:26:49.637899,1109,24,At-Risk
USER_0545,2026-06-04 13:26:49.637951,368,15,At-Risk
USER_0546,2026-06-01 13:26:49.638013,1326,18,At-Risk
USER_0547,2026-06-01 13:26:49.638116,1465,18,At-Risk
USER_0548,2026-06-16 13:26:49.638184,682,3,Healthy Idle
USER_0549,2026-06-11 13:26:49.638302,1608,8,Healthy Idle
USER_0550,2026-05-20 13:26:49.638563,1968,30,At-Risk
USER_0551,2026-06-10 13:26:49.638619,731,9,Healthy Idle
USER_0552,2026-06-09 13:26:49.638719,1639,10,Healthy Idle
USER_0553,2026-05-04 13:26:49.638807,475,46,High-Risk Stagnant
USER_0554,2026-06-01 13:26:49.638859,1518,18,At-Risk
USER_0555,2026-06-08 13:26:49.638911,1011,11,Healthy Idle
USER_0556,2026-06-04 13:26:49.638963,385,15,At-Risk
USER_0557,2026-06-10 13:26:49.639028,1559,9,Healthy Idle
USER_0558,2026-05-29 13:26:49.639126,1248,21,At-Risk
USER_0559,2026-05-19 13:26:49.639178,794,31,High-Risk Stagnant
USER_0560,2026-06-10 13:26:49.639246,1810,9,Healthy Idle
USER_0561,2026-06-08 13:26:49.639932,1087,11,Healthy Idle
USER_0562,2026-06-10 13:26:49.639966,2029,9,Healthy Idle
USER_0563,2026-05-29 13:26:49.640046,1284,21,At-Risk
USER_0564,2026-05-06 13:26:49.640076,163,44,High-Risk Stagnant
USER_0565,2026-06-04 13:26:49.640105,1080,15,At-Risk
USER_0566,2026-06-08 13:26:49.640163,1459,11,Healthy Idle
USER_0567,2026-06-15 13:26:49.640305,1568,4,Healthy Idle
USER_0568,2026-06-03 13:26:49.640391,2100,16,At-Risk
USER_0569,2026-06-15 13:26:49.640450,2003,4,Healthy Idle
USER_0570,2026-06-19 13:26:49.640505,2045,0,Healthy Idle
USER_0571,2026-06-19 13:26:49.640603,1604,0,Healthy Idle
USER_0572,2026-05-22 13:26:49.640615,346,28,At-Risk
USER_0573,2026-05-18 13:26:49.640644,766,32,High-Risk Stagnant
USER_0574,2026-06-01 13:26:49.640701,602,18,At-Risk
USER_0575,2026-05-25 13:26:49.640782,2464,25,At-Risk
USER_0576,2026-06-09 13:26:49.640863,2909,10,Healthy Idle
USER_0577,2026-05-09 13:26:49.640892,2134,41,High-Risk Stagnant
USER_0578,2026-06-09 13:26:49.640956,2020,10,Healthy Idle
USER_0579,2026-06-16 13:26:49.641045,815,3,Healthy Idle
USER_0580,2026-06-09 13:26:49.641066,2841,10,Healthy Idle
USER_0581,2026-04-14 13:26:49.641155,207,66,High-Risk Stagnant
USER_0582,2026-05-06 13:26:49.641167,937,44,High-Risk Stagnant
USER_0583,2026-06-13 13:26:49.641262,1021,6,Healthy Idle
USER_0584,2026-05-10 13:26:49.641313,329,40,High-Risk Stagnant
USER_0585,2026-06-19 13:26:49.641394,2029,0,Healthy Idle
USER_0586,2026-05-16 13:26:49.641492,195,34,High-Risk Stagnant
USER_0587,2026-06-02 13:26:49.641603,1599,17,At-Risk
USER_0588,2026-05-14 13:26:49.641641,830,36,High-Risk Stagnant
USER_0589,2026-06-19 13:26:49.641738,1768,0,Healthy Idle
USER_0590,2026-06-14 13:26:49.641767,1031,5,Healthy Idle
USER_0591,2026-06-11 13:26:49.641889,3028,8,Healthy Idle
USER_0592,2026-06-17 13:26:49.641955,343,2,Healthy Idle
USER_0593,2026-06-09 13:26:49.642004,925,10,Healthy Idle
USER_0594,2026-06-14 13:26:49.642063,807,5,Healthy Idle
USER_0595,2026-06-06 13:26:49.642131,2298,13,Healthy Idle
USER_0596,2026-06-05 13:26:49.642292,1408,14,Healthy Idle
USER_0597,2026-05-22 13:26:49.642324,732,28,At-Risk
USER_0598,2026-06-16 13:26:49.642499,1223,3,Healthy Idle
USER_0599,2026-06-11 13:26:49.642569,1360,8,Healthy Idle
USER_0600,2026-06-10 13:26:49.642665,1343,9,Healthy Idle
USER_0601,2026-06-14 13:26:49.642791,2727,5,Healthy Idle
USER_0602,2026-04-22 13:26:49.642849,883,58,High-Risk Stagnant
USER_0603,2026-06-11 13:26:49.642887,495,8,Healthy Idle
USER_0604,2026-06-12 13:26:49.642934,994,7,Healthy Idle
USER_0605,2026-05-31 13:26:49.643060,1458,19,At-Risk
USER_0606,2026-06-01 13:26:49.643160,236,18,At-Risk
USER_0607,2026-06-06 13:26:49.643191,1631,13,Healthy Idle
USER_0608,2026-06-01 13:26:49.643254,2127,18,At-Risk
USER_0609,2026-05-13 13:26:49.643377,411,37,High-Risk Stagnant
USER_0610,2026-06-04 13:26:49.643411,1393,15,At-Risk
USER_0611,2026-06-02 13:26:49.643560,2128,17,At-Risk
USER_0612,2026-05-30 13:26:49.643572,312,20,At-Risk
USER_0613,2026-06-13 13:26:49.643629,1584,6,Healthy Idle
USER_0614,2026-06-11 13:26:49.643650,1148,8,Healthy Idle
USER_0615,2026-06-03 13:26:49.643706,666,16,At-Risk
USER_0616,2026-06-19 13:26:49.643817,2415,0,Healthy Idle
USER_0617,2026-06-04 13:26:49.643866,2708,15,At-Risk
USER_0618,2026-05-06 13:26:49.643925,513,44,High-Risk Stagnant
USER_0619,2026-06-10 13:26:49.643966,1599,9,Healthy Idle
USER_0620,2026-06-16 13:26:49.644031,1327,3,Healthy Idle
USER_0621,2026-06-18 13:26:49.644079,1133,1,Healthy Idle
USER_0622,2026-06-09 13:26:49.644128,1806,10,Healthy Idle
USER_0623,2026-05-22 13:26:49.644291,2010,28,At-Risk
USER_0624,2026-05-26 13:26:49.644379,206,24,At-Risk
USER_0625,2026-04-26 13:26:49.644551,2553,54,High-Risk Stagnant
USER_0626,2026-06-13 13:26:49.644596,1555,6,Healthy Idle
USER_0627,2026-06-13 13:26:49.644719,845,6,Healthy Idle
USER_0628,2026-05-27 13:26:49.644845,2408,23,At-Risk
USER_0629,2026-05-03 13:26:49.645183,971,47,High-Risk Stagnant
USER_0630,2026-06-19 13:26:49.645254,1362,0,Healthy Idle
USER_0631,2026-06-19 13:26:49.645306,729,0,Healthy Idle
USER_0632,2026-05-18 13:26:49.645386,2035,32,High-Risk Stagnant
USER_0633,2026-05-03 13:26:49.645444,388,47,High-Risk Stagnant
USER_0634,2026-06-06 13:26:49.645465,1305,13,Healthy Idle
USER_0635,2026-05-27 13:26:49.645504,115,23,At-Risk
USER_0636,2026-06-12 13:26:49.645588,1023,7,Healthy Idle
USER_0637,2026-04-19 13:26:49.645600,893,61,High-Risk Stagnant
USER_0638,2026-06-07 13:26:49.645631,1056,12,Healthy Idle
USER_0639,2026-05-20 13:26:49.645678,645,30,At-Risk
USER_0640,2026-06-12 13:26:49.645698,1899,7,Healthy Idle
USER_0641,2026-06-18 13:26:49.645801,1571,1,Healthy Idle
USER_0642,2026-06-14 13:26:49.645823,404,5,Healthy Idle
USER_0643,2026-06-04 13:26:49.645853,1620,15,At-Risk
USER_0644,2026-06-11 13:26:49.645890,681,8,Healthy Idle
USER_0645,2026-06-19 13:26:49.645954,1490,0,Healthy Idle
USER_0646,2026-06-16 13:26:49.645966,624,3,Healthy Idle
USER_0647,2026-06-07 13:26:49.646046,2351,12,Healthy Idle
USER_0648,2026-04-02 13:26:49.646092,145,78,High-Risk Stagnant
USER_0649,2026-06-13 13:26:49.646149,1881,6,Healthy Idle
USER_0650,2026-06-11 13:26:49.646204,2646,8,Healthy Idle
USER_0651,2026-05-27 13:26:49.646302,1794,23,At-Risk
USER_0652,2026-05-29 13:26:49.646369,1535,21,At-Risk
USER_0653,2026-06-06 13:26:49.646426,763,13,Healthy Idle
USER_0654,2026-06-19 13:26:49.646494,2294,0,Healthy Idle
USER_0655,2026-04-30 13:26:49.646524,384,50,High-Risk Stagnant
USER_0656,2026-05-11 13:26:49.646554,667,39,High-Risk Stagnant
USER_0657,2026-06-13 13:26:49.646610,2289,6,Healthy Idle
USER_0658,2026-06-18 13:26:49.646677,617,1,Healthy Idle
USER_0659,2026-06-14 13:26:49.646750,1295,5,Healthy Idle
USER_0660,2026-05-28 13:26:49.646762,22,22,At-Risk
USER_0661,2026-05-24 13:26:49.646801,1718,26,At-Risk
USER_0662,2026-06-19 13:26:49.646981,1496,0,Healthy Idle
USER_0663,2026-06-14 13:26:49.646993,624,5,Healthy Idle
USER_0664,2026-05-09 13:26:49.647057,1325,41,High-Risk Stagnant
USER_0665,2026-05-23 13:26:49.647129,1648,27,At-Risk
USER_0666,2026-06-07 13:26:49.647178,1833,12,Healthy Idle
USER_0667,2026-06-03 13:26:49.647270,1092,16,At-Risk
USER_0668,2026-06-11 13:26:49.647299,3100,8,Healthy Idle
USER_0669,2026-06-02 13:26:49.647381,41,17,At-Risk
USER_0670,2026-06-06 13:26:49.647410,807,13,Healthy Idle
USER_0671,2026-06-11 13:26:49.647448,867,8,Healthy Idle
USER_0672,2026-06-01 13:26:49.647470,1033,18,At-Risk
USER_0673,2026-06-17 13:26:49.647517,1472,2,Healthy Idle
USER_0674,2026-05-25 13:26:49.647572,715,25,At-Risk
USER_0675,2026-06-13 13:26:49.647597,1116,6,Healthy Idle
USER_0676,2026-05-02 13:26:49.647636,24,48,High-Risk Stagnant
USER_0677,2026-06-14 13:26:49.647674,2404,5,Healthy Idle
USER_0678,2026-06-18 13:26:49.647776,2341,1,Healthy Idle
USER_0679,2026-06-18 13:26:49.647885,1604,1,Healthy Idle
USER_0680,2026-06-17 13:26:49.647906,621,2,Healthy Idle
USER_0681,2026-06-14 13:26:49.647950,858,5,Healthy Idle
USER_0682,2026-06-14 13:26:49.648015,1200,5,Healthy Idle
USER_0683,2026-06-09 13:26:49.648044,752,10,Healthy Idle
USER_0684,2026-06-05 13:26:49.648086,962,14,Healthy Idle
USER_0685,2026-06-10 13:26:49.648219,1828,9,Healthy Idle
USER_0686,2026-06-03 13:26:49.648231,450,16,At-Risk
USER_0687,2026-06-19 13:26:49.648243,1045,0,Healthy Idle
USER_0688,2026-06-18 13:26:49.648349,2340,1,Healthy Idle
USER_0689,2026-06-12 13:26:49.648400,2528,7,Healthy Idle
USER_0690,2026-05-12 13:26:49.648458,361,38,High-Risk Stagnant
USER_0691,2026-06-11 13:26:49.648479,1631,8,Healthy Idle
USER_0692,2026-06-03 13:26:49.648543,1847,16,At-Risk
USER_0693,2026-05-09 13:26:49.648643,1461,41,High-Risk Stagnant
USER_0694,2026-05-25 13:26:49.648684,2121,25,At-Risk
USER_0695,2026-06-02 13:26:49.648748,402,17,At-Risk
USER_0696,2026-04-30 13:26:49.648777,659,50,High-Risk Stagnant
USER_0697,2026-06-02 13:26:49.648789,1317,17,At-Risk
USER_0698,2026-05-15 13:26:49.648855,377,35,High-Risk Stagnant
USER_0699,2026-06-01 13:26:49.648893,2023,18,At-Risk
USER_0700,2026-06-15 13:26:49.648956,1056,4,Healthy Idle
USER_0701,2026-04-23 13:26:49.648997,737,57,High-Risk Stagnant
USER_0702,2026-04-04 13:26:49.649017,943,76,High-Risk Stagnant
USER_0703,2026-06-13 13:26:49.649038,368,6,Healthy Idle
USER_0704,2026-06-07 13:26:49.649087,1696,12,Healthy Idle
USER_0705,2026-06-13 13:26:49.649133,400,6,Healthy Idle
USER_0706,2026-06-05 13:26:49.649145,823,14,Healthy Idle
USER_0707,2026-06-04 13:26:49.649217,3070,15,At-Risk
USER_0708,2026-06-11 13:26:49.649285,2240,8,Healthy Idle
USER_0709,2026-06-05 13:26:49.649419,1574,14,Healthy Idle
USER_0710,2026-06-16 13:26:49.649449,1532,3,Healthy Idle
USER_0711,2026-06-02 13:26:49.649506,1434,17,At-Risk
USER_0712,2026-06-19 13:26:49.649574,2524,0,Healthy Idle
USER_0713,2026-04-22 13:26:49.649646,456,58,High-Risk Stagnant
USER_0714,2026-06-18 13:26:49.649667,859,1,Healthy Idle
USER_0715,2026-05-24 13:26:49.649756,2035,26,At-Risk
USER_0716,2026-05-02 13:26:49.649786,869,48,High-Risk Stagnant
USER_0717,2026-05-23 13:26:49.649849,1902,27,At-Risk
USER_0718,2026-06-01 13:26:49.649887,745,18,At-Risk
USER_0719,2026-05-15 13:26:49.649908,416,35,High-Risk Stagnant
USER_0720,2026-05-07 13:26:49.649937,173,43,High-Risk Stagnant
USER_0721,2026-06-10 13:26:49.649966,533,9,Healthy Idle
USER_0722,2026-06-12 13:26:49.650023,2197,7,Healthy Idle
USER_0723,2026-06-07 13:26:49.650123,2737,12,Healthy Idle
USER_0724,2026-06-19 13:26:49.650173,1903,0,Healthy Idle
USER_0725,2026-06-17 13:26:49.650282,1684,2,Healthy Idle
USER_0726,2026-06-01 13:26:49.650380,2612,18,At-Risk
USER_0727,2026-06-13 13:26:49.650392,1416,6,Healthy Idle
USER_0728,2026-06-16 13:26:49.650498,1493,3,Healthy Idle
USER_0729,2026-06-08 13:26:49.650579,2150,11,Healthy Idle
USER_0730,2026-05-21 13:26:49.650591,343,29,At-Risk
USER_0731,2026-06-19 13:26:49.650611,793,0,Healthy Idle
USER_0732,2026-06-19 13:26:49.650692,1875,0,Healthy Idle
USER_0733,2026-06-02 13:26:49.650739,2157,17,At-Risk
USER_0734,2026-06-02 13:26:49.650788,456,17,At-Risk
USER_0735,2026-06-06 13:26:49.650835,2469,13,Healthy Idle
USER_0736,2026-05-20 13:26:49.650890,427,30,At-Risk
USER_0737,2026-06-19 13:26:49.650929,1122,0,Healthy Idle
USER_0738,2026-06-15 13:26:49.650953,2768,4,Healthy Idle
USER_0739,2026-05-17 13:26:49.651026,891,33,High-Risk Stagnant
USER_0740,2026-05-07 13:26:49.651058,595,43,High-Risk Stagnant
USER_0741,2026-06-17 13:26:49.651087,663,2,Healthy Idle
USER_0742,2026-06-13 13:26:49.651125,1026,6,Healthy Idle
USER_0743,2026-06-16 13:26:49.651206,1998,3,Healthy Idle
USER_0744,2026-05-11 13:26:49.651236,821,39,High-Risk Stagnant
USER_0745,2026-06-18 13:26:49.651321,2344,1,Healthy Idle
USER_0746,2026-05-29 13:26:49.651356,1468,21,At-Risk
USER_0747,2026-06-08 13:26:49.651388,739,11,Healthy Idle
USER_0748,2026-06-08 13:26:49.651435,1346,11,Healthy Idle
USER_0749,2026-06-17 13:26:49.651473,973,2,Healthy Idle
USER_0750,2026-05-17 13:26:49.651511,1732,33,High-Risk Stagnant
USER_0751,2026-05-26 13:26:49.651583,1121,24,At-Risk
USER_0752,2026-05-06 13:26:49.651604,394,44,High-Risk Stagnant
USER_0753,2026-06-18 13:26:49.651633,971,1,Healthy Idle
USER_0754,2026-04-29 13:26:49.651671,288,51,High-Risk Stagnant
USER_0755,2026-06-15 13:26:49.651683,1733,4,Healthy Idle
USER_0756,2026-06-04 13:26:49.651749,533,15,At-Risk
USER_0757,2026-06-07 13:26:49.651779,1184,12,Healthy Idle
USER_0758,2026-06-13 13:26:49.651843,1514,6,Healthy Idle
USER_0759,2026-06-01 13:26:49.651892,1344,18,At-Risk
USER_0760,2026-06-17 13:26:49.651923,1151,2,Healthy Idle
USER_0761,2026-05-30 13:26:49.651964,38,20,At-Risk
USER_0762,2026-05-23 13:26:49.652021,1351,27,At-Risk
USER_0763,2026-05-26 13:26:49.652034,42,24,At-Risk
USER_0764,2026-06-18 13:26:49.652089,1847,1,Healthy Idle
USER_0765,2026-06-10 13:26:49.652109,1619,9,Healthy Idle
USER_0766,2026-06-17 13:26:49.652233,2959,2,Healthy Idle
USER_0767,2026-06-12 13:26:49.652307,1958,7,Healthy Idle
USER_0768,2026-05-31 13:26:49.652355,1368,19,At-Risk
USER_0769,2026-06-11 13:26:49.652376,2365,8,Healthy Idle
USER_0770,2026-05-20 13:26:49.652458,1528,30,At-Risk
USER_0771,2026-06-15 13:26:49.652522,1240,4,Healthy Idle
USER_0772,2026-04-29 13:26:49.652599,1177,51,High-Risk Stagnant
USER_0773,2026-06-19 13:26:49.652708,1352,0,Healthy Idle
USER_0774,2026-06-17 13:26:49.652720,1335,2,Healthy Idle
USER_0775,2026-06-09 13:26:49.652836,2866,10,Healthy Idle
USER_0776,2026-06-07 13:26:49.652867,2944,12,Healthy Idle
USER_0777,2026-05-03 13:26:49.652940,78,47,High-Risk Stagnant
USER_0778,2026-06-16 13:26:49.652961,690,3,Healthy Idle
USER_0779,2026-05-23 13:26:49.652982,619,27,At-Risk
USER_0780,2026-04-21 13:26:49.652994,55,59,High-Risk Stagnant
USER_0781,2026-05-21 13:26:49.653006,826,29,At-Risk
USER_0782,2026-05-15 13:26:49.653088,2248,35,High-Risk Stagnant
USER_0783,2026-06-03 13:26:49.653170,888,16,At-Risk
USER_0784,2026-06-18 13:26:49.653202,769,1,Healthy Idle
USER_0785,2026-04-23 13:26:49.653214,358,57,High-Risk Stagnant
USER_0786,2026-06-18 13:26:49.653235,2600,1,Healthy Idle
USER_0787,2026-04-12 13:26:49.653317,300,68,High-Risk Stagnant
USER_0788,2026-06-16 13:26:49.653415,2869,3,Healthy Idle
USER_0789,2026-05-07 13:26:49.653436,662,43,High-Risk Stagnant
USER_0790,2026-05-06 13:26:49.653465,823,44,High-Risk Stagnant
USER_0791,2026-05-31 13:26:49.653488,311,19,At-Risk
USER_0792,2026-06-15 13:26:49.653544,2834,4,Healthy Idle
USER_0793,2026-06-17 13:26:49.653600,614,2,Healthy Idle
USER_0794,2026-06-11 13:26:49.653681,2015,8,Healthy Idle
USER_0795,2026-05-10 13:26:49.653693,1048,40,High-Risk Stagnant
USER_0796,2026-06-07 13:26:49.653796,1674,12,Healthy Idle
USER_0797,2026-05-09 13:26:49.653843,948,41,High-Risk Stagnant
USER_0798,2026-05-31 13:26:49.653933,2012,19,At-Risk
USER_0799,2026-05-25 13:26:49.653989,1331,25,At-Risk
USER_0800,2026-05-22 13:26:49.654010,503,28,At-Risk
USER_0801,2026-03-29 13:26:49.654031,228,82,High-Risk Stagnant
