user_id,last_interaction,total_stored_value,days_since_last_use,status
USER_0557,2026-06-10 15:10:01.056818,1559.0,9,Healthy Idle
USER_0914,2026-05-31 15:10:01.068359,1559.0,19,At-Risk
USER_0534,2026-06-17 15:10:01.056196,1558.0,2,Healthy Idle
USER_0240,2026-06-12 15:10:01.047413,1555.0,7,Healthy Idle
USER_0626,2026-06-13 15:10:01.058890,1555.0,6,Healthy Idle
USER_0041,2026-06-07 15:10:01.040583,1550.0,12,Healthy Idle
USER_0040,2026-06-12 15:10:01.040555,1549.0,7,Healthy Idle
USER_0192,2026-05-03 15:10:01.045694,1535.0,47,High-Risk Stagnant
USER_0284,2026-06-16 15:10:01.048841,1535.0,3,Healthy Idle
USER_0652,2026-05-29 15:10:01.059575,1535.0,21,At-Risk
USER_0710,2026-06-16 15:10:01.061668,1532.0,3,Healthy Idle
USER_0069,2026-06-14 15:10:01.041412,1531.0,5,Healthy Idle
USER_0361,2026-05-13 15:10:01.050923,1530.0,37,High-Risk Stagnant
USER_0770,2026-05-20 15:10:01.063821,1528.0,30,At-Risk
USER_0554,2026-06-01 15:10:01.056764,1518.0,18,At-Risk
USER_0403,2026-06-05 15:10:01.052348,1515.0,14,Healthy Idle
USER_0758,2026-06-13 15:10:01.063423,1514.0,6,Healthy Idle
USER_0978,2026-05-19 15:10:01.070651,1514.0,31,High-Risk Stagnant
USER_0300,2026-06-01 15:10:01.049421,1513.0,18,At-Risk
USER_0385,2026-06-14 15:10:01.051774,1512.0,5,Healthy Idle
USER_0278,2026-06-06 15:10:01.048631,1511.0,13,Healthy Idle
USER_0251,2026-06-15 15:10:01.047812,1509.0,4,Healthy Idle
USER_0316,2026-06-18 15:10:01.049870,1508.0,1,Healthy Idle
USER_0050,2026-06-08 15:10:01.040832,1506.0,11,Healthy Idle
USER_0079,2026-05-04 15:10:01.041604,1505.0,46,High-Risk Stagnant
USER_0293,2026-06-14 15:10:01.049139,1502.0,5,Healthy Idle
USER_0093,2026-06-17 15:10:01.042078,1500.0,2,Healthy Idle
USER_0998,2026-06-17 15:10:01.071167,1498.0,2,Healthy Idle
USER_0425,2026-06-03 15:10:01.052991,1496.0,16,At-Risk
USER_0662,2026-06-19 15:10:01.059887,1496.0,0,Healthy Idle
USER_0123,2026-06-11 15:10:01.043100,1494.0,8,Healthy Idle
USER_0261,2026-06-11 15:10:01.048141,1494.0,8,Healthy Idle
USER_0728,2026-06-16 15:10:01.062485,1493.0,3,Healthy Idle
USER_0166,2026-05-05 15:10:01.044605,1491.0,45,High-Risk Stagnant
USER_0891,2026-06-18 15:10:01.067641,1491.0,1,Healthy Idle
USER_0484,2026-06-11 15:10:01.054785,1490.0,8,Healthy Idle
USER_0645,2026-06-19 15:10:01.059362,1490.0,0,Healthy Idle
USER_0852,2026-06-11 15:10:01.066363,1486.0,8,Healthy Idle
USER_0898,2026-05-28 15:10:01.067833,1484.0,22,At-Risk
USER_0233,2026-06-18 15:10:01.047197,1481.0,1,Healthy Idle
USER_0443,2026-06-07 15:10:01.053579,1481.0,12,Healthy Idle
USER_0481,2026-06-10 15:10:01.054691,1481.0,9,Healthy Idle
USER_0490,2026-06-10 15:10:01.054971,1476.0,9,Healthy Idle
USER_0944,2026-05-18 15:10:01.069321,1474.0,32,High-Risk Stagnant
USER_0673,2026-06-17 15:10:01.060166,1472.0,2,Healthy Idle
USER_0455,2026-06-04 15:10:01.053917,1471.0,15,At-Risk
USER_0376,2026-06-16 15:10:01.051435,1468.0,3,Healthy Idle
USER_0424,2026-06-05 15:10:01.052975,1468.0,14,Healthy Idle
USER_0746,2026-05-29 15:10:01.063119,1468.0,21,At-Risk
USER_0547,2026-06-01 15:10:01.056587,1465.0,18,At-Risk
USER_0968,2026-06-07 15:10:01.070210,1465.0,12,Healthy Idle
USER_0097,2026-06-18 15:10:01.042224,1462.0,1,Healthy Idle
USER_0693,2026-05-09 15:10:01.061008,1461.0,41,High-Risk Stagnant
USER_0083,2026-05-28 15:10:01.041730,1459.0,22,At-Risk
USER_0294,2026-05-26 15:10:01.049183,1459.0,24,At-Risk
USER_0566,2026-06-08 15:10:01.057040,1459.0,11,Healthy Idle
USER_0605,2026-05-31 15:10:01.058199,1458.0,19,At-Risk
USER_0113,2026-05-29 15:10:01.042773,1456.0,21,At-Risk
USER_0883,2026-06-19 15:10:01.067348,1455.0,0,Healthy Idle
USER_0004,2026-06-11 15:10:01.039473,1454.0,8,Healthy Idle
USER_0491,2026-05-10 15:10:01.055005,1454.0,40,High-Risk Stagnant
USER_0256,2026-06-16 15:10:01.048016,1453.0,3,Healthy Idle
USER_0038,2026-05-27 15:10:01.040448,1448.0,23,At-Risk
USER_0404,2026-05-28 15:10:01.052360,1448.0,22,At-Risk
USER_0958,2026-05-19 15:10:01.069841,1444.0,31,High-Risk Stagnant
USER_0405,2026-06-17 15:10:01.052400,1442.0,2,Healthy Idle
USER_0986,2026-06-03 15:10:01.070866,1439.0,16,At-Risk
USER_0253,2026-06-07 15:10:01.047853,1438.0,12,Healthy Idle
USER_0028,2026-06-02 15:10:01.040200,1437.0,17,At-Risk
USER_0154,2026-06-18 15:10:01.044099,1436.0,1,Healthy Idle
USER_0463,2026-06-15 15:10:01.054078,1434.0,4,Healthy Idle
USER_0711,2026-06-02 15:10:01.061704,1434.0,17,At-Risk
USER_0450,2026-06-18 15:10:01.053793,1433.0,1,Healthy Idle
USER_0265,2026-05-27 15:10:01.048270,1432.0,23,At-Risk
USER_0297,2026-06-12 15:10:01.049302,1428.0,7,Healthy Idle
USER_0537,2026-05-30 15:10:01.056291,1427.0,20,At-Risk
USER_0519,2026-06-18 15:10:01.055681,1424.0,1,Healthy Idle
USER_0197,2026-06-11 15:10:01.045843,1416.0,8,Healthy Idle
USER_0727,2026-06-13 15:10:01.062398,1416.0,6,Healthy Idle
USER_0503,2026-06-14 15:10:01.055260,1412.0,5,Healthy Idle
USER_0432,2026-05-30 15:10:01.053233,1411.0,20,At-Risk
USER_0391,2026-06-19 15:10:01.051909,1410.0,0,Healthy Idle
USER_0596,2026-06-05 15:10:01.057971,1408.0,14,Healthy Idle
USER_0864,2026-06-19 15:10:01.066753,1407.0,0,Healthy Idle
USER_0460,2026-05-28 15:10:01.054028,1404.0,22,At-Risk
USER_0808,2026-06-11 15:10:01.064965,1398.0,8,Healthy Idle
USER_0195,2026-06-05 15:10:01.045793,1397.0,14,Healthy Idle
USER_0610,2026-06-04 15:10:01.058329,1393.0,15,At-Risk
USER_0476,2026-06-12 15:10:01.054489,1383.0,7,Healthy Idle
USER_0827,2026-06-06 15:10:01.065584,1379.0,13,Healthy Idle
USER_0170,2026-06-18 15:10:01.044893,1371.0,1,Healthy Idle
USER_0768,2026-05-31 15:10:01.063754,1368.0,19,At-Risk
USER_0630,2026-06-19 15:10:01.059028,1362.0,0,Healthy Idle
USER_0599,2026-06-11 15:10:01.058034,1360.0,8,Healthy Idle
USER_0452,2026-06-12 15:10:01.053822,1352.0,7,Healthy Idle
USER_0773,2026-06-19 15:10:01.063978,1352.0,0,Healthy Idle
USER_0762,2026-05-23 15:10:01.063535,1351.0,27,At-Risk
USER_0114,2026-05-02 15:10:01.042794,1347.0,48,High-Risk Stagnant
USER_0053,2026-05-27 15:10:01.040939,1346.0,23,At-Risk
USER_0748,2026-06-08 15:10:01.063166,1346.0,11,Healthy Idle
USER_0759,2026-06-01 15:10:01.063453,1344.0,18,At-Risk
USER_0600,2026-06-10 15:10:01.058071,1343.0,9,Healthy Idle
USER_0013,2026-06-16 15:10:01.039765,1335.0,3,Healthy Idle
USER_0774,2026-06-17 15:10:01.063986,1335.0,2,Healthy Idle
USER_0226,2026-06-14 15:10:01.047038,1334.0,5,Healthy Idle
USER_0008,2026-06-06 15:10:01.039552,1332.0,13,Healthy Idle
USER_0799,2026-05-25 15:10:01.064761,1331.0,25,At-Risk
USER_0084,2026-06-16 15:10:01.041755,1330.0,3,Healthy Idle
USER_0220,2026-06-14 15:10:01.046858,1329.0,5,Healthy Idle
USER_0340,2026-06-15 15:10:01.050383,1328.0,4,Healthy Idle
USER_0620,2026-06-16 15:10:01.058660,1327.0,3,Healthy Idle
USER_0546,2026-06-01 15:10:01.056556,1326.0,18,At-Risk
USER_0664,2026-05-09 15:10:01.059930,1325.0,41,High-Risk Stagnant
USER_0305,2026-06-11 15:10:01.049614,1324.0,8,Healthy Idle
USER_0422,2026-05-30 15:10:01.052884,1319.0,20,At-Risk
USER_0829,2026-06-03 15:10:01.065638,1319.0,16,At-Risk
USER_0470,2026-06-16 15:10:01.054306,1317.0,3,Healthy Idle
USER_0697,2026-06-02 15:10:01.061150,1317.0,17,At-Risk
USER_0164,2026-06-17 15:10:01.044533,1316.0,2,Healthy Idle
USER_0516,2026-05-13 15:10:01.055579,1315.0,37,High-Risk Stagnant
USER_0277,2026-06-10 15:10:01.048579,1308.0,9,Healthy Idle
USER_0411,2026-06-15 15:10:01.052606,1305.0,4,Healthy Idle
USER_0634,2026-06-06 15:10:01.059115,1305.0,13,Healthy Idle
USER_0659,2026-06-14 15:10:01.059781,1295.0,5,Healthy Idle
USER_0033,2026-06-14 15:10:01.040332,1289.0,5,Healthy Idle
USER_0960,2026-06-05 15:10:01.069862,1288.0,14,Healthy Idle
USER_0803,2026-06-07 15:10:01.064829,1287.0,12,Healthy Idle
USER_0882,2026-06-10 15:10:01.067341,1286.0,9,Healthy Idle
USER_0563,2026-05-29 15:10:01.056987,1284.0,21,At-Risk
USER_0363,2026-05-14 15:10:01.051007,1282.0,36,High-Risk Stagnant
USER_0492,2026-06-16 15:10:01.055021,1281.0,3,Healthy Idle
USER_0299,2026-05-18 15:10:01.049366,1278.0,32,High-Risk Stagnant
USER_0861,2026-06-12 15:10:01.066622,1274.0,7,Healthy Idle
USER_0888,2026-05-22 15:10:01.067532,1273.0,28,At-Risk
USER_0397,2026-06-05 15:10:01.052088,1270.0,14,Healthy Idle
USER_0836,2026-06-18 15:10:01.065903,1264.0,1,Healthy Idle
USER_0366,2026-06-08 15:10:01.051092,1260.0,11,Healthy Idle
USER_0884,2026-05-28 15:10:01.067418,1259.0,22,At-Risk
USER_0514,2026-06-15 15:10:01.055484,1258.0,4,Healthy Idle
USER_0067,2026-06-08 15:10:01.041331,1257.0,11,Healthy Idle
USER_0312,2026-06-01 15:10:01.049777,1257.0,18,At-Risk
USER_0014,2026-05-23 15:10:01.039816,1254.0,27,At-Risk
USER_0021,2026-06-09 15:10:01.040015,1252.0,10,Healthy Idle
USER_0558,2026-05-29 15:10:01.056848,1248.0,21,At-Risk
USER_0064,2026-05-06 15:10:01.041259,1241.0,44,High-Risk Stagnant
USER_0771,2026-06-15 15:10:01.063860,1240.0,4,Healthy Idle
USER_0202,2026-06-12 15:10:01.046084,1239.0,7,Healthy Idle
USER_0952,2026-06-10 15:10:01.069657,1236.0,9,Healthy Idle
USER_0844,2026-06-08 15:10:01.066090,1235.0,11,Healthy Idle
USER_0906,2026-05-27 15:10:01.068104,1230.0,23,At-Risk
USER_0543,2026-06-05 15:10:01.056483,1229.0,14,Healthy Idle
USER_0375,2026-06-12 15:10:01.051412,1226.0,7,Healthy Idle
USER_0288,2026-05-17 15:10:01.048967,1223.0,33,High-Risk Stagnant
USER_0598,2026-06-16 15:10:01.058013,1223.0,3,Healthy Idle
USER_0933,2026-06-07 15:10:01.068949,1223.0,12,Healthy Idle
USER_0057,2026-06-15 15:10:01.041071,1220.0,4,Healthy Idle
USER_0905,2026-06-08 15:10:01.068083,1216.0,11,Healthy Idle
USER_0379,2026-06-15 15:10:01.051607,1215.0,4,Healthy Idle
USER_0342,2026-05-28 15:10:01.050434,1211.0,22,At-Risk
USER_0081,2026-05-13 15:10:01.041657,1209.0,37,High-Risk Stagnant
USER_0894,2026-05-24 15:10:01.067750,1209.0,26,At-Risk
USER_0273,2026-05-27 15:10:01.048474,1203.0,23,At-Risk
USER_0682,2026-06-14 15:10:01.060444,1200.0,5,Healthy Idle
USER_0997,2026-05-02 15:10:01.071141,1193.0,48,High-Risk Stagnant
USER_0034,2026-06-02 15:10:01.040376,1189.0,17,At-Risk
USER_0939,2026-04-29 15:10:01.069187,1188.0,51,High-Risk Stagnant
USER_0156,2026-06-08 15:10:01.044272,1185.0,11,Healthy Idle
USER_0283,2026-06-16 15:10:01.048792,1185.0,3,Healthy Idle
USER_0419,2026-04-28 15:10:01.052821,1184.0,52,High-Risk Stagnant
USER_0542,2026-06-04 15:10:01.056459,1184.0,15,At-Risk
USER_0757,2026-06-07 15:10:01.063383,1184.0,12,Healthy Idle
USER_0350,2026-06-19 15:10:01.050614,1179.0,0,Healthy Idle
USER_0772,2026-04-29 15:10:01.063904,1177.0,51,High-Risk Stagnant
USER_0421,2026-06-10 15:10:01.052868,1176.0,9,Healthy Idle
USER_0005,2026-06-18 15:10:01.039481,1170.0,1,Healthy Idle
USER_0420,2026-06-10 15:10:01.052837,1168.0,9,Healthy Idle
USER_0124,2026-05-25 15:10:01.043126,1166.0,25,At-Risk
USER_0174,2026-06-16 15:10:01.045006,1164.0,3,Healthy Idle
USER_0535,2026-06-06 15:10:01.056208,1164.0,13,Healthy Idle
USER_0825,2026-06-16 15:10:01.065528,1161.0,3,Healthy Idle
USER_0208,2026-06-09 15:10:01.046492,1155.0,10,Healthy Idle
USER_0760,2026-06-17 15:10:01.063471,1151.0,2,Healthy Idle
USER_0412,2026-06-01 15:10:01.052627,1149.0,18,At-Risk
USER_0614,2026-06-11 15:10:01.058446,1148.0,8,Healthy Idle
USER_0206,2026-06-05 15:10:01.046212,1142.0,14,Healthy Idle
USER_0909,2026-06-10 15:10:01.068195,1141.0,9,Healthy Idle
USER_0109,2026-05-30 15:10:01.042676,1136.0,20,At-Risk
USER_0482,2026-06-16 15:10:01.054712,1136.0,3,Healthy Idle
USER_0449,2026-06-17 15:10:01.053758,1135.0,2,Healthy Idle
USER_0621,2026-06-18 15:10:01.058688,1133.0,1,Healthy Idle
USER_0389,2026-05-29 15:10:01.051876,1130.0,21,At-Risk
USER_0317,2026-05-06 15:10:01.049904,1128.0,44,High-Risk Stagnant
USER_0737,2026-06-19 15:10:01.062795,1122.0,0,Healthy Idle
USER_0751,2026-05-26 15:10:01.063260,1121.0,24,At-Risk
USER_0832,2026-05-04 15:10:01.065765,1120.0,46,High-Risk Stagnant
USER_0334,2026-06-19 15:10:01.050280,1116.0,0,Healthy Idle
USER_0675,2026-06-13 15:10:01.060208,1116.0,6,Healthy Idle
USER_0841,2026-06-11 15:10:01.066046,1116.0,8,Healthy Idle
USER_0544,2026-05-26 15:10:01.056522,1109.0,24,At-Risk
USER_0398,2026-06-19 15:10:01.052095,1108.0,0,Healthy Idle
USER_0221,2026-06-08 15:10:01.046877,1107.0,11,Healthy Idle
USER_0454,2026-06-07 15:10:01.053908,1102.0,12,Healthy Idle
USER_0925,2026-06-15 15:10:01.068628,1100.0,4,Healthy Idle
USER_0354,2026-06-06 15:10:01.050687,1097.0,13,Healthy Idle
USER_0667,2026-06-03 15:10:01.060033,1092.0,16,At-Risk
USER_0056,2026-06-08 15:10:01.041027,1091.0,11,Healthy Idle
USER_0177,2026-05-23 15:10:01.045113,1091.0,27,At-Risk
USER_0149,2026-05-11 15:10:01.043977,1089.0,39,High-Risk Stagnant
USER_0137,2026-06-03 15:10:01.043506,1088.0,16,At-Risk
USER_0561,2026-06-08 15:10:01.056935,1087.0,11,Healthy Idle
USER_0236,2026-06-07 15:10:01.047315,1083.0,12,Healthy Idle
USER_0837,2026-05-13 15:10:01.065920,1083.0,37,High-Risk Stagnant
USER_0565,2026-06-04 15:10:01.057019,1080.0,15,At-Risk
USER_0967,2026-05-13 15:10:01.070176,1080.0,37,High-Risk Stagnant
USER_0985,2026-06-05 15:10:01.070825,1076.0,14,Healthy Idle
USER_0145,2026-06-11 15:10:01.043787,1075.0,8,Healthy Idle
USER_0001,2026-06-18 15:10:01.039370,1074.0,1,Healthy Idle
USER_0087,2026-06-13 15:10:01.041922,1065.0,6,Healthy Idle
USER_0070,2026-06-10 15:10:01.041430,1062.0,9,Healthy Idle
USER_0638,2026-06-07 15:10:01.059185,1056.0,12,Healthy Idle
USER_0700,2026-06-15 15:10:01.061291,1056.0,4,Healthy Idle
USER_0235,2026-04-29 15:10:01.047276,1053.0,51,High-Risk Stagnant
USER_0380,2026-05-24 15:10:01.051631,1053.0,26,At-Risk
USER_0795,2026-05-10 15:10:01.064583,1048.0,40,High-Risk Stagnant
USER_0687,2026-06-19 15:10:01.060554,1045.0,0,Healthy Idle
USER_0408,2026-06-01 15:10:01.052510,1038.0,18,At-Risk
USER_0486,2026-06-11 15:10:01.054823,1033.0,8,Healthy Idle
USER_0672,2026-06-01 15:10:01.060140,1033.0,18,At-Risk
USER_0590,2026-06-14 15:10:01.057773,1031.0,5,Healthy Idle
USER_0323,2026-05-22 15:10:01.050053,1028.0,28,At-Risk
USER_0742,2026-06-13 15:10:01.062974,1026.0,6,Healthy Idle
USER_0862,2026-06-11 15:10:01.066658,1024.0,8,Healthy Idle
USER_0636,2026-06-12 15:10:01.059162,1023.0,7,Healthy Idle
USER_0529,2026-06-16 15:10:01.056012,1022.0,3,Healthy Idle
USER_0583,2026-06-13 15:10:01.057547,1021.0,6,Healthy Idle
USER_0924,2026-06-10 15:10:01.068593,1018.0,9,Healthy Idle
USER_0022,2026-06-01 15:10:01.040049,1015.0,18,At-Risk
USER_0138,2026-06-17 15:10:01.043523,1015.0,2,Healthy Idle
USER_0161,2026-06-07 15:10:01.044436,1012.0,12,Healthy Idle
USER_0555,2026-06-08 15:10:01.056780,1011.0,11,Healthy Idle
USER_0920,2026-05-23 15:10:01.068536,1011.0,27,At-Risk
USER_0814,2026-06-05 15:10:01.065096,1010.0,14,Healthy Idle
USER_0877,2026-05-31 15:10:01.067157,1007.0,19,At-Risk
USER_0436,2026-05-22 15:10:01.053387,1006.0,28,At-Risk
USER_0103,2026-06-15 15:10:01.042478,1003.0,4,Healthy Idle
USER_0318,2026-05-27 15:10:01.049928,1001.0,23,At-Risk
USER_0423,2026-06-19 15:10:01.052921,994.0,0,Healthy Idle
USER_0604,2026-06-12 15:10:01.058178,994.0,7,Healthy Idle
USER_0231,2026-05-13 15:10:01.047156,992.0,37,High-Risk Stagnant
USER_0446,2026-06-01 15:10:01.053669,992.0,18,At-Risk
USER_0889,2026-06-14 15:10:01.067576,992.0,5,Healthy Idle
USER_0260,2026-06-05 15:10:01.048128,987.0,14,Healthy Idle
USER_0329,2026-06-14 15:10:01.050177,987.0,5,Healthy Idle
USER_0438,2026-06-14 15:10:01.053423,983.0,5,Healthy Idle
USER_0749,2026-06-17 15:10:01.063191,973.0,2,Healthy Idle
USER_0629,2026-05-03 15:10:01.058996,971.0,47,High-Risk Stagnant
USER_0753,2026-06-18 15:10:01.063294,971.0,1,Healthy Idle
USER_0532,2026-06-16 15:10:01.056106,970.0,3,Healthy Idle
USER_0213,2026-05-07 15:10:01.046644,963.0,43,High-Risk Stagnant
USER_0036,2026-06-18 15:10:01.040412,962.0,1,Healthy Idle
USER_0684,2026-06-05 15:10:01.060481,962.0,14,Healthy Idle
USER_0308,2026-06-08 15:10:01.049702,959.0,11,Healthy Idle
USER_0510,2026-06-19 15:10:01.055392,959.0,0,Healthy Idle
USER_0823,2026-05-18 15:10:01.065424,954.0,32,High-Risk Stagnant
USER_0054,2026-06-08 15:10:01.040946,951.0,11,Healthy Idle
USER_0410,2026-06-08 15:10:01.052585,951.0,11,Healthy Idle
USER_0797,2026-05-09 15:10:01.064672,948.0,41,High-Risk Stagnant
USER_0499,2026-06-19 15:10:01.055172,947.0,0,Healthy Idle
USER_0849,2026-06-16 15:10:01.066303,947.0,3,Healthy Idle
USER_0046,2026-06-10 15:10:01.040743,945.0,9,Healthy Idle
USER_0702,2026-04-04 15:10:01.061394,943.0,76,High-Risk Stagnant
USER_0144,2026-06-17 15:10:01.043766,942.0,2,Healthy Idle
USER_0250,2026-06-01 15:10:01.047777,942.0,18,At-Risk
USER_0911,2026-05-29 15:10:01.068279,942.0,21,At-Risk
USER_0582,2026-05-06 15:10:01.057516,937.0,44,High-Risk Stagnant
USER_0357,2026-06-01 15:10:01.050796,935.0,18,At-Risk
USER_0839,2026-05-23 15:10:01.065995,935.0,27,At-Risk
USER_0011,2026-06-13 15:10:01.039671,932.0,6,Healthy Idle
USER_0813,2026-06-09 15:10:01.065083,926.0,10,Healthy Idle
USER_0593,2026-06-09 15:10:01.057879,925.0,10,Healthy Idle
USER_0437,2026-06-03 15:10:01.053410,924.0,16,At-Risk
USER_0186,2026-06-19 15:10:01.045502,923.0,0,Healthy Idle
USER_0851,2026-06-09 15:10:01.066329,911.0,10,Healthy Idle
USER_0901,2026-06-07 15:10:01.067937,897.0,12,Healthy Idle
USER_0637,2026-04-19 15:10:01.059169,893.0,61,High-Risk Stagnant
USER_0065,2026-06-01 15:10:01.041288,891.0,18,At-Risk
USER_0739,2026-05-17 15:10:01.062869,891.0,33,High-Risk Stagnant
USER_0840,2026-06-10 15:10:01.066008,890.0,9,Healthy Idle
USER_0783,2026-06-03 15:10:01.064262,888.0,16,At-Risk
USER_0107,2026-06-11 15:10:01.042624,886.0,8,Healthy Idle
USER_0602,2026-04-22 15:10:01.058140,883.0,58,High-Risk Stagnant
USER_0990,2026-06-01 15:10:01.070980,880.0,18,At-Risk
USER_0023,2026-06-01 15:10:01.040056,877.0,18,At-Risk
USER_0325,2026-06-16 15:10:01.050100,877.0,3,Healthy Idle
USER_0951,2026-06-11 15:10:01.069589,876.0,8,Healthy Idle
USER_0201,2026-04-13 15:10:01.046044,875.0,67,High-Risk Stagnant
USER_0353,2026-06-16 15:10:01.050669,874.0,3,Healthy Idle
USER_0075,2026-06-19 15:10:01.041543,873.0,0,Healthy Idle
USER_0061,2026-05-20 15:10:01.041169,872.0,30,At-Risk
USER_0716,2026-05-02 15:10:01.061899,869.0,48,High-Risk Stagnant
USER_0671,2026-06-11 15:10:01.060129,867.0,8,Healthy Idle
USER_0095,2026-06-19 15:10:01.042178,862.0,0,Healthy Idle
USER_0228,2026-06-15 15:10:01.047065,860.0,4,Healthy Idle
USER_0035,2026-05-19 15:10:01.040394,859.0,31,High-Risk Stagnant
USER_0714,2026-06-18 15:10:01.061822,859.0,1,Healthy Idle
USER_0819,2026-06-18 15:10:01.065285,859.0,1,Healthy Idle
USER_0681,2026-06-14 15:10:01.060404,858.0,5,Healthy Idle
USER_0020,2026-06-03 15:10:01.039994,857.0,16,At-Risk
USER_0917,2026-05-29 15:10:01.068449,857.0,21,At-Risk
USER_0147,2026-06-11 15:10:01.043864,856.0,8,Healthy Idle
USER_0326,2026-04-12 15:10:01.050107,855.0,68,High-Risk Stagnant
USER_0818,2026-06-11 15:10:01.065241,852.0,8,Healthy Idle
USER_0513,2026-05-31 15:10:01.055467,845.0,19,At-Risk
USER_0627,2026-06-13 15:10:01.058930,845.0,6,Healthy Idle
USER_0383,2026-06-09 15:10:01.051701,841.0,10,Healthy Idle
USER_0518,2026-06-10 15:10:01.055636,840.0,9,Healthy Idle
USER_0390,2026-06-11 15:10:01.051897,836.0,8,Healthy Idle
USER_0258,2026-05-27 15:10:01.048053,831.0,23,At-Risk
USER_0588,2026-05-14 15:10:01.057701,830.0,36,High-Risk Stagnant
USER_0781,2026-05-21 15:10:01.064164,826.0,29,At-Risk
USER_0706,2026-06-05 15:10:01.061472,823.0,14,Healthy Idle
USER_0790,2026-05-06 15:10:01.064444,823.0,44,High-Risk Stagnant
USER_0744,2026-05-11 15:10:01.063047,821.0,39,High-Risk Stagnant
USER_0919,2026-05-25 15:10:01.068529,821.0,25,At-Risk
USER_0999,2026-05-30 15:10:01.071202,817.0,20,At-Risk
USER_0579,2026-06-16 15:10:01.057448,815.0,3,Healthy Idle
USER_0984,2026-05-08 15:10:01.070804,814.0,42,High-Risk Stagnant
USER_0594,2026-06-14 15:10:01.057900,807.0,5,Healthy Idle
USER_0670,2026-06-06 15:10:01.060107,807.0,13,Healthy Idle
USER_0112,2026-05-26 15:10:01.042747,802.0,24,At-Risk
USER_0559,2026-05-19 15:10:01.056864,794.0,31,High-Risk Stagnant
USER_0731,2026-06-19 15:10:01.062563,793.0,0,Healthy Idle
USER_0262,2026-05-09 15:10:01.048180,791.0,41,High-Risk Stagnant
USER_0094,2026-06-12 15:10:01.042134,785.0,7,Healthy Idle
USER_0433,2026-04-25 15:10:01.053274,782.0,55,High-Risk Stagnant
USER_0080,2026-05-13 15:10:01.041633,781.0,37,High-Risk Stagnant
USER_0163,2026-05-30 15:10:01.044509,774.0,20,At-Risk
USER_0784,2026-06-18 15:10:01.064280,769.0,1,Healthy Idle
USER_0076,2026-05-25 15:10:01.041566,768.0,25,At-Risk
USER_0504,2026-06-09 15:10:01.055289,768.0,10,Healthy Idle
USER_0573,2026-05-18 15:10:01.057239,766.0,32,High-Risk Stagnant
USER_0954,2026-05-26 15:10:01.069683,766.0,24,At-Risk
USER_0653,2026-06-06 15:10:01.059606,763.0,13,Healthy Idle
USER_0335,2026-06-09 15:10:01.050298,755.0,10,Healthy Idle
USER_0511,2026-05-03 15:10:01.055399,754.0,47,High-Risk Stagnant
USER_0683,2026-06-09 15:10:01.060460,752.0,10,Healthy Idle
USER_0371,2026-05-27 15:10:01.051261,745.0,23,At-Risk
USER_0718,2026-06-01 15:10:01.061967,745.0,18,At-Risk
USER_0900,2026-06-09 15:10:01.067924,745.0,10,Healthy Idle
USER_0331,2026-03-26 15:10:01.050224,742.0,85,High-Risk Stagnant
USER_0747,2026-06-08 15:10:01.063138,739.0,11,Healthy Idle
USER_0200,2026-06-05 15:10:01.045949,737.0,14,Healthy Idle
USER_0701,2026-04-23 15:10:01.061372,737.0,57,High-Risk Stagnant
USER_0190,2026-04-16 15:10:01.045623,736.0,64,High-Risk Stagnant
USER_0497,2026-05-08 15:10:01.055122,736.0,42,High-Risk Stagnant
USER_0330,2026-06-03 15:10:01.050201,735.0,16,At-Risk
USER_0597,2026-05-22 15:10:01.057983,732.0,28,At-Risk
USER_0551,2026-06-10 15:10:01.056686,731.0,9,Healthy Idle
USER_0831,2026-06-11 15:10:01.065731,730.0,8,Healthy Idle
USER_0290,2026-05-11 15:10:01.049038,729.0,39,High-Risk Stagnant
USER_0631,2026-06-19 15:10:01.059055,729.0,0,Healthy Idle
USER_0006,2026-06-16 15:10:01.039531,722.0,3,Healthy Idle
USER_0809,2026-06-17 15:10:01.064995,718.0,2,Healthy Idle
USER_0674,2026-05-25 15:10:01.060197,715.0,25,At-Risk
USER_0856,2026-06-18 15:10:01.066488,714.0,1,Healthy Idle
USER_0332,2026-05-19 15:10:01.050244,710.0,31,High-Risk Stagnant
USER_0778,2026-06-16 15:10:01.064137,690.0,3,Healthy Idle
USER_0078,2026-06-08 15:10:01.041586,683.0,11,Healthy Idle
USER_0548,2026-06-16 15:10:01.056608,682.0,3,Healthy Idle
USER_0644,2026-06-11 15:10:01.059326,681.0,8,Healthy Idle
USER_0448,2026-05-06 15:10:01.053731,680.0,44,High-Risk Stagnant
USER_0904,2026-06-19 15:10:01.068054,678.0,0,Healthy Idle
USER_0276,2026-06-18 15:10:01.048528,674.0,1,Healthy Idle
USER_0393,2026-06-19 15:10:01.051967,673.0,0,Healthy Idle
USER_0347,2026-05-04 15:10:01.050581,668.0,46,High-Risk Stagnant
USER_0656,2026-05-11 15:10:01.059674,667.0,39,High-Risk Stagnant
USER_0615,2026-06-03 15:10:01.058477,666.0,16,At-Risk
USER_0741,2026-06-17 15:10:01.062934,663.0,2,Healthy Idle
USER_0789,2026-05-07 15:10:01.064417,662.0,43,High-Risk Stagnant
USER_0696,2026-04-30 15:10:01.061139,659.0,50,High-Risk Stagnant
USER_0467,2026-06-10 15:10:01.054231,658.0,9,Healthy Idle
